"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1246","monitorHalykCreditTerms()","","2026-07-30","failed","2026-07-30","","example.HalykCreditMonitorTest","example.HalykCreditMonitorTest","monitorHalykCreditTerms"
